ratA~~~ratB,;ratA;ratB,Outer membrane protein;hypothetical protein;Outer membrane protein RatA;Inverse autotransporter beta-barrel domain-containing protein;putative outer membrane protein,ONMMKP_04317,IKCLMC_01290,PKJKAM_02769,ODDLKH_03016,LNHIMF_02645;LNHIMF_02644,AJBGEP_02685;AJBGEP_02684,HFCAGB_02787,GEGEGB_00375;GEGEGB_00374;GEGEGB_00373;GEGEGB_00376,
gatZ,;gatZ,Putative tagatose 6-phosphate kinase;Tagatose-bisphosphate aldolase subunit GatZ;hypothetical protein,ONMMKP_03575,IKCLMC_03614,PKJKAM_01789,ODDLKH_03687,LNHIMF_03299,,HFCAGB_03478,GEGEGB_03339;GEGEGB_03340,BEJGEH_03274
group_4389,,hypothetical protein,ONMMKP_04296,IKCLMC_01269,PKJKAM_02748,ODDLKH_03037,,AJBGEP_02706,HFCAGB_02810,GEGEGB_00350,BEJGEH_02562
group_4367,,hypothetical protein;Cytoplasmic protein,ONMMKP_01492,IKCLMC_02502,PKJKAM_00376,ODDLKH_01151,,AJBGEP_00684,HFCAGB_00753,GEGEGB_02328,BEJGEH_00670
group_4285,,hypothetical protein,ONMMKP_03698,IKCLMC_03742,PKJKAM_01956,ODDLKH_03560,LNHIMF_03172,AJBGEP_03300;AJBGEP_03299,HFCAGB_03355,,BEJGEH_03143
group_4246,,OmpR/PhoB-type domain-containing protein;hypothetical protein,,IKCLMC_03196,PKJKAM_02090,ODDLKH_00508,LNHIMF_00033,AJBGEP_00033,HFCAGB_00034,GEGEGB_00036,BEJGEH_00034
pagO,;pagO,hypothetical protein;PhoPQ-activated DMT family transporter PagO,ONMMKP_00174,IKCLMC_04315,PKJKAM_04319,ODDLKH_02349,LNHIMF_01930;LNHIMF_01929,AJBGEP_01955,HFCAGB_01412;HFCAGB_01413,GEGEGB_01077,
group_4161,,hypothetical protein;DUF3053 domain-containing protein,ONMMKP_00948,IKCLMC_00857,PKJKAM_00572,ODDLKH_01591,LNHIMF_01220,AJBGEP_01187,HFCAGB_02110;HFCAGB_02109,,BEJGEH_01906
group_4156,,hypothetical protein,ONMMKP_00411,IKCLMC_04562,PKJKAM_04565,ODDLKH_02114,LNHIMF_01687,AJBGEP_01716,HFCAGB_01653;HFCAGB_01652,,BEJGEH_01442
nanX,;nanX,hypothetical protein;Sialic acid transporter NanX,ONMMKP_01004,IKCLMC_00655,PKJKAM_00629,ODDLKH_01535,LNHIMF_01164,AJBGEP_01131,HFCAGB_01180;HFCAGB_01181,GEGEGB_01885,
group_4088,,hypothetical protein,ONMMKP_02096,IKCLMC_03146,PKJKAM_02039,ODDLKH_00559,LNHIMF_00084,AJBGEP_00086,,GEGEGB_00086,BEJGEH_00085
group_4054,,hypothetical protein;Diaminopropionate ammonia-lyase,ONMMKP_01142,IKCLMC_01590,PKJKAM_00145,ODDLKH_01457,,AJBGEP_00995,HFCAGB_01046,GEGEGB_02035;GEGEGB_02034,BEJGEH_00959
group_4043,,hypothetical protein;RpiB/LacA/LacB family sugar-phosphate isomerase,ONMMKP_00095,IKCLMC_04237,PKJKAM_04241,ODDLKH_02423,LNHIMF_02005,AJBGEP_02030,HFCAGB_01281,,BEJGEH_01133
group_4021,,Membrane protein;Inner membrane protein;hypothetical protein,ONMMKP_01301,IKCLMC_01427,PKJKAM_01102,ODDLKH_01301,LNHIMF_00938,AJBGEP_00837,HFCAGB_00890;HFCAGB_00889,,BEJGEH_00810
siaT,;siaT,hypothetical protein;Sodium/sialic acid symporter SiaT,ONMMKP_01008,IKCLMC_00651,PKJKAM_00634,ODDLKH_01531,LNHIMF_01160,AJBGEP_01127,HFCAGB_01176,GEGEGB_01889;GEGEGB_01890,
group_3991,,hypothetical protein,0_refound_6_pseudo,IKCLMC_02338,PKJKAM_03202,3_refound_38_pseudo,,AJBGEP_00574,6_refound_70_pseudo,GEGEGB_02428,BEJGEH_00565
group_3961,,hypothetical protein;Ureidoglycolate lyase,ONMMKP_01636,IKCLMC_02302,PKJKAM_03238,ODDLKH_01004,,AJBGEP_00538,HFCAGB_00543,GEGEGB_02463;GEGEGB_02464,BEJGEH_00529
group_3958,,L-talarate permease;hypothetical protein;Major facilitator superfamily (MFS) profile domain-containing protein,ONMMKP_03132,IKCLMC_02704,PKJKAM_03676,ODDLKH_04143,,AJBGEP_03883,HFCAGB_03939,GEGEGB_04031;GEGEGB_04030,BEJGEH_03736
ompD,;ompD,hypothetical protein;porin OmpD,ONMMKP_00473,IKCLMC_04620,PKJKAM_04623,ODDLKH_02056,LNHIMF_01631,AJBGEP_01658,HFCAGB_01711,,BEJGEH_01506
group_3862,,hypothetical protein;Allantoin permease,ONMMKP_01630,IKCLMC_02308,PKJKAM_03232,ODDLKH_01010,,AJBGEP_00544,HFCAGB_00549,GEGEGB_02457;GEGEGB_02456,BEJGEH_00535
group_2737,,hypothetical protein,ONMMKP_01575,IKCLMC_02419,PKJKAM_03122,ODDLKH_01066,,AJBGEP_00601,HFCAGB_00665,GEGEGB_02408,BEJGEH_00586
group_4697,,hypothetical protein;Diol dehydratase reactivase ATPase-like domain-containing protein;Glycerol dehydratase,ONMMKP_01831,IKCLMC_02108,PKJKAM_03432,ODDLKH_00812;ODDLKH_00813,,AJBGEP_00345;AJBGEP_00346,HFCAGB_00346,,BEJGEH_00335
group_4678,,hypothetical protein,ONMMKP_00025,IKCLMC_00069,PKJKAM_04169,ODDLKH_02494,,AJBGEP_02161,HFCAGB_02259,,BEJGEH_02002
group_4665,,hypothetical protein;ATP-grasp domain-containing protein,,IKCLMC_00682,,ODDLKH_04461,LNHIMF_04056,AJBGEP_04211,HFCAGB_04256,GEGEGB_03796;GEGEGB_03795,BEJGEH_04063
thiS,;thiS,hypothetical protein;Sulfur carrier protein ThiS,,IKCLMC_00269,PKJKAM_00227,ODDLKH_00019,LNHIMF_04197,AJBGEP_04360,HFCAGB_04409,,BEJGEH_04211
group_4612,,hypothetical protein;Rac prophage protein,ONMMKP_00161,IKCLMC_04305,PKJKAM_04307,ODDLKH_02359,LNHIMF_01941,AJBGEP_01965,HFCAGB_01402,,
group_4610,,hypothetical protein;Putative membrane protein,ONMMKP_03817,IKCLMC_03846,2_refound_31_pseudo,,LNHIMF_03070,5_refound_63_pseudo,HFCAGB_03250,GEGEGB_03092,
group_4588,,hypothetical protein;Transposase;Integrase catalytic domain-containing protein,ONMMKP_01833,IKCLMC_02107,PKJKAM_03435,ODDLKH_00811,,AJBGEP_00344,HFCAGB_00343,,BEJGEH_00334
group_4583,,hypothetical protein;Hydrolase (HAD superfamily),ONMMKP_01271,IKCLMC_01464,PKJKAM_01071,ODDLKH_01331,,AJBGEP_00867,HFCAGB_00921,,BEJGEH_00841
group_4559,,Putative Tail Fiber Protein;Macro domain;hypothetical protein;Tail fiber assembly like-protein,ONMMKP_00169;ONMMKP_00168;ONMMKP_00170,IKCLMC_04311,PKJKAM_04314;PKJKAM_04313,ODDLKH_02354,LNHIMF_01935,AJBGEP_01960,HFCAGB_01408,,
group_4487,,hypothetical protein,ONMMKP_01498,IKCLMC_02496,PKJKAM_00382,ODDLKH_01145,,AJBGEP_00678,HFCAGB_00747,,BEJGEH_00664
group_4476,,hypothetical protein;Core-binding (CB) domain-containing protein,ONMMKP_00023,IKCLMC_00071,PKJKAM_04166;PKJKAM_04167,ODDLKH_02496,,AJBGEP_02163,HFCAGB_02262;HFCAGB_02261,,BEJGEH_02004
lpfD,lpfD;,Long polar fimbrial protein LpfD;Putative minor fimbrial subunit;hypothetical protein;long polar fimbrial protein LpfD,ONMMKP_03198,IKCLMC_02768,PKJKAM_03740,ODDLKH_04080,,AJBGEP_03819;AJBGEP_03820,HFCAGB_03875,,BEJGEH_03671
group_4470,,hypothetical protein,ONMMKP_00086,IKCLMC_04229,PKJKAM_04232,ODDLKH_02432,LNHIMF_02014,AJBGEP_02039,,,BEJGEH_01124
group_4450,,hypothetical protein,ONMMKP_00444,IKCLMC_04591,PKJKAM_04594,ODDLKH_02085,,AJBGEP_01687,HFCAGB_01682,GEGEGB_01590,
impA,;impA,hypothetical protein;ImpA N-terminal domain-containing protein,,IKCLMC_02037,PKJKAM_03503,ODDLKH_00753,LNHIMF_00278,AJBGEP_00281,HFCAGB_00281,GEGEGB_02730;GEGEGB_02729,
group_4388,,hypothetical protein,,IKCLMC_02409,PKJKAM_03139,ODDLKH_01049,LNHIMF_00712,AJBGEP_00584,HFCAGB_00654,,BEJGEH_00575
group_4325,;ridA,hypothetical protein;RidA family protein,ONMMKP_00500,IKCLMC_04643,PKJKAM_04649,ODDLKH_02030,LNHIMF_01601,AJBGEP_01632,,,BEJGEH_01535
yibR,;yibR,Glycosyl transferase family 8;Uncharacterized protein YibR;hypothetical protein,ONMMKP_03109,IKCLMC_02681,PKJKAM_03653,ODDLKH_04166,,AJBGEP_03906,HFCAGB_03963,,BEJGEH_03759
group_4179,,hypothetical protein,ONMMKP_00893,IKCLMC_00984,PKJKAM_00522,ODDLKH_01712,,AJBGEP_01315,HFCAGB_02054,,BEJGEH_01851
impC~~~evpB,impC;;evpB,Uncharacterized protein ImpC;hypothetical protein;EvpB family type VI secretion protein,,IKCLMC_02047,PKJKAM_03495,ODDLKH_00761,LNHIMF_00288,AJBGEP_00289,HFCAGB_00289,GEGEGB_02719;GEGEGB_02718,
group_4096,,hypothetical protein;Fructose-bisphosphate aldolase,ONMMKP_03053,,PKJKAM_03597,ODDLKH_04226,LNHIMF_03823,AJBGEP_03967,,GEGEGB_03940;GEGEGB_03941,BEJGEH_03826
group_4087,,hypothetical protein;Major facilitator superfamily (MFS) profile domain-containing protein,ONMMKP_01829,IKCLMC_02110,PKJKAM_03429;PKJKAM_03430,ODDLKH_00815,,AJBGEP_00348,HFCAGB_00348,,BEJGEH_00337
group_4069,,hypothetical protein;Side tail fiber protein,ONMMKP_04593,IKCLMC_01781,PKJKAM_03044;PKJKAM_03045,ODDLKH_02741,,AJBGEP_02407,HFCAGB_02499;HFCAGB_02498,GEGEGB_00666,
group_4024,,hypothetical protein,ONMMKP_00947,IKCLMC_00858,,ODDLKH_01592,LNHIMF_01221,AJBGEP_01188,HFCAGB_02108,,8_refound_98
group_4017,,hypothetical protein,ONMMKP_00171,IKCLMC_04312,PKJKAM_04316,ODDLKH_02352,LNHIMF_01933,AJBGEP_01958,HFCAGB_01409,,
group_3997,,hypothetical protein;Fimbrial outer membrane usher protein,ONMMKP_04678,IKCLMC_01863,PKJKAM_03993,ODDLKH_02647,,AJBGEP_02313,,GEGEGB_00751;GEGEGB_00752,BEJGEH_02183
group_3980,,hypothetical protein;PTS EIIA type-2 domain-containing protein,ONMMKP_03049,,PKJKAM_03593,ODDLKH_04230,LNHIMF_03827,AJBGEP_03971,,GEGEGB_03936,BEJGEH_03830
group_3941,,hypothetical protein;Coproporphyrinogen III oxidase,,IKCLMC_00680,,ODDLKH_04459,LNHIMF_04054,AJBGEP_04209,HFCAGB_04254,GEGEGB_03798;GEGEGB_03799,BEJGEH_04061
group_3901,,hypothetical protein;Regulatory protein,ONMMKP_04337,IKCLMC_01309,PKJKAM_02789,,LNHIMF_02625,,HFCAGB_02765,GEGEGB_00397;GEGEGB_00398,BEJGEH_02521
ybeR,;ybeR,hypothetical protein;Uncharacterized protein YbeR,ONMMKP_01495,IKCLMC_02499,PKJKAM_00379,ODDLKH_01148,,AJBGEP_00681,HFCAGB_00750,,BEJGEH_00667
group_3810,,hypothetical protein;DUF4261 domain-containing protein,ONMMKP_01272,IKCLMC_01463,PKJKAM_01073,ODDLKH_01330,,AJBGEP_00866,HFCAGB_00919,,BEJGEH_00840
group_3797,,hypothetical protein,ONMMKP_01250,IKCLMC_01483,PKJKAM_01052,ODDLKH_01350,LNHIMF_00985,AJBGEP_00886,HFCAGB_00940,,
group_3772,,hypothetical protein,ONMMKP_01088,IKCLMC_00571,PKJKAM_00247,ODDLKH_01700,LNHIMF_00689,AJBGEP_01047,HFCAGB_01395,,
group_3452,,hypothetical protein,ONMMKP_00020,IKCLMC_00074,PKJKAM_04163,ODDLKH_02499,,AJBGEP_02166,HFCAGB_02265,,BEJGEH_02008
group_4771,,hypothetical protein;DUF4102 domain-containing protein;Integrase;Integrase (Bacteriophage integrase),ONMMKP_02300,IKCLMC_03362,PKJKAM_02234,ODDLKH_00357,,,HFCAGB_04700,GEGEGB_04772,
group_4738,,hypothetical protein;Host specificity protein J,ONMMKP_01089,IKCLMC_00018_pseudo;IKCLMC_00339,PKJKAM_00248,ODDLKH_01699,LNHIMF_00688,AJBGEP_01302,,,
group_4731,,Coiled-coil protein;hypothetical protein,ONMMKP_00491,,PKJKAM_04641;PKJKAM_04642,ODDLKH_02038,,AJBGEP_01640,,GEGEGB_01548,BEJGEH_01524
group_4706,,hypothetical protein;Fimbrial protein,ONMMKP_03823,IKCLMC_03852,PKJKAM_02357,ODDLKH_03452,LNHIMF_03064,,,,BEJGEH_03032
group_4704,,hypothetical protein;HNH nuclease domain-containing protein,,IKCLMC_03336,PKJKAM_02228,ODDLKH_00370,,,HFCAGB_04718;HFCAGB_04717,GEGEGB_04790,BEJGEH_04600
group_4662,,Putative DNA-binding protein;hypothetical protein,,,PKJKAM_00046,ODDLKH_01660,LNHIMF_02188,AJBGEP_01011,HFCAGB_01061,GEGEGB_02017,
group_4543,,hypothetical protein,ONMMKP_00674,IKCLMC_04819,PKJKAM_00858,,,AJBGEP_01456,,GEGEGB_01316,BEJGEH_01710
group_4539,,hypothetical protein,ONMMKP_01137,IKCLMC_01595,PKJKAM_00151,,,AJBGEP_01000,HFCAGB_01051,GEGEGB_02029,
group_4448,,hypothetical protein,ONMMKP_02583,IKCLMC_01033,PKJKAM_01335,ODDLKH_00060,,AJBGEP_04400,,,BEJGEH_04255
group_4421,,hypothetical protein;Glycosyl transferase,ONMMKP_01430,IKCLMC_00434,,ODDLKH_01215,LNHIMF_00863,AJBGEP_00748,,GEGEGB_02263;GEGEGB_02264,
group_4409,,hypothetical protein,ONMMKP_01437,IKCLMC_00441,,ODDLKH_01208,LNHIMF_00856,AJBGEP_00741,,GEGEGB_02271,
group_4400,,Cytoplasmic protein;hypothetical protein,ONMMKP_01427,IKCLMC_00431,,ODDLKH_01218,LNHIMF_00866,AJBGEP_00751,,GEGEGB_02259,
group_4346,,hypothetical protein,,,,ODDLKH_02580,LNHIMF_02224,AJBGEP_02247,HFCAGB_02346,GEGEGB_00832,BEJGEH_02106
group_4218,,hypothetical protein,ONMMKP_00322,,PKJKAM_04475,,LNHIMF_01781,,HFCAGB_01562,GEGEGB_01715,BEJGEH_01352
group_4167,,hypothetical protein;Glycosyl transferase,ONMMKP_01428,IKCLMC_00432,,ODDLKH_01217,LNHIMF_00865,AJBGEP_00750,,GEGEGB_02260;GEGEGB_02261,
group_4144,,CRISPR-associated endonuclease/helicase Cas3;hypothetical protein,ONMMKP_03918,IKCLMC_03941,,ODDLKH_03362,,AJBGEP_03100,HFCAGB_03148;HFCAGB_03149,,BEJGEH_02936
group_4033,,hypothetical protein,ONMMKP_00162,IKCLMC_04306,PKJKAM_04308,ODDLKH_02358,,AJBGEP_01964,HFCAGB_01403,,
group_3939,,hypothetical protein;dTDP-fucopyranose mutase,ONMMKP_01435,IKCLMC_00439,,ODDLKH_01210,LNHIMF_00858,AJBGEP_00743,,GEGEGB_02269,
group_3889,,hypothetical protein;ABC transporter permease protein,ONMMKP_01432,IKCLMC_00436,,ODDLKH_01213,LNHIMF_00861,AJBGEP_00746,,GEGEGB_02266,
group_3852,,hypothetical protein,ONMMKP_03280,IKCLMC_02850,PKJKAM_03822,ODDLKH_03998,,AJBGEP_03737,HFCAGB_03792,,
tlde1,;tlde1,hypothetical protein;type VI secretion system effector tlde1 LD-transpeptidase,,IKCLMC_02064,PKJKAM_03479,ODDLKH_00775,,AJBGEP_00303,HFCAGB_00301,GEGEGB_02703,
group_3519,,hypothetical protein,,,PKJKAM_02109,3_refound_35_pseudo,4_refound_46_pseudo,5_refound_58_pseudo,HFCAGB_00015,,BEJGEH_00015
group_477,,hypothetical protein,ONMMKP_02572,IKCLMC_01045,PKJKAM_01324,ODDLKH_00072,,AJBGEP_04411,,,BEJGEH_04266
group_366,,hypothetical protein,ONMMKP_02581,IKCLMC_01036,PKJKAM_01333,ODDLKH_00063,,AJBGEP_04402,,,BEJGEH_04257
recT,;recT,hypothetical protein;Recombination protein RecT,,IKCLMC_00915,,ODDLKH_01649,,AJBGEP_01247,HFCAGB_01347,GEGEGB_01071,
group_4734,,hypothetical protein,ONMMKP_03078,,,ODDLKH_04202,,AJBGEP_03942,HFCAGB_04001,GEGEGB_03970,
group_4710,,hypothetical protein,ONMMKP_01132,IKCLMC_01598,,ODDLKH_01653,,AJBGEP_01250,HFCAGB_01055,,
group_4634,,Exodeoxyribonuclease VIII;hypothetical protein,ONMMKP_01135,IKCLMC_01597,PKJKAM_00153,,,AJBGEP_01249;AJBGEP_01002,HFCAGB_01054,,
group_4594,,hypothetical protein;RNA 3'-terminal-phosphate cyclase (ATP);RNA 3'-terminal phosphate cyclase,,IKCLMC_02894,,ODDLKH_03955,,AJBGEP_03693,HFCAGB_03748;HFCAGB_03747,,BEJGEH_03544
group_4579,,hypothetical protein,,IKCLMC_03930,,ODDLKH_03373,LNHIMF_02986,AJBGEP_03111,,GEGEGB_03002,
group_4544,,hypothetical protein,0_refound_9,,2_refound_30,ODDLKH_01853,LNHIMF_01424,,HFCAGB_01905,,
group_4452,,hypothetical protein,,IKCLMC_02650,PKJKAM_03622,,LNHIMF_03795,,,GEGEGB_03969,BEJGEH_03801
group_4449,,Phage tail protein;hypothetical protein;Putative side tail phage protein,ONMMKP_02585,IKCLMC_01031,PKJKAM_01337,,,AJBGEP_04398,,,BEJGEH_04253
group_4395,;steA,hypothetical protein;Fimbrial protein SteA,ONMMKP_03906,,PKJKAM_02440,,,,HFCAGB_03160,GEGEGB_02993;GEGEGB_02994,BEJGEH_02947
group_4311,,hypothetical protein,ONMMKP_00112,,,ODDLKH_02406,LNHIMF_01988,5_refound_62,,,8_refound_99
dinI,;dinI,hypothetical protein;DinI family protein,,IKCLMC_00579,PKJKAM_00241,,,AJBGEP_01055,HFCAGB_01104,GEGEGB_01968,
group_4184,,hypothetical protein;DNA breaking-rejoining protein;Enterohemolysin,ONMMKP_01136,IKCLMC_01596,PKJKAM_00152,,,AJBGEP_01001,HFCAGB_01052;HFCAGB_01053,,
group_4095,,hypothetical protein,,,,ODDLKH_01043,,AJBGEP_00578,HFCAGB_00647,GEGEGB_02424,BEJGEH_00568
ypfL,;ypfL,hypothetical protein;Uncharacterized protein YpfL,,,,ODDLKH_02957,,AJBGEP_02623,HFCAGB_02723,GEGEGB_00441,BEJGEH_02478
group_4050,,putative periplasmic protein;hypothetical protein,,IKCLMC_02052,PKJKAM_03491,ODDLKH_00765,LNHIMF_00292,AJBGEP_00293,,,
group_4009,,hypothetical protein,,IKCLMC_03526,PKJKAM_01700,ODDLKH_03777,,AJBGEP_03514,HFCAGB_03569,,
group_3840,,hypothetical protein,ONMMKP_02368,,PKJKAM_02303,ODDLKH_00288,,AJBGEP_04615,,,BEJGEH_04485
group_3498,,hypothetical protein,,,,ODDLKH_01044,,AJBGEP_00579,HFCAGB_00648,7_refound_82_pseudo,BEJGEH_00569
group_2873,,hypothetical protein,,,,ODDLKH_02956,,AJBGEP_02622,HFCAGB_02722,GEGEGB_00442,BEJGEH_02477
group_4774,,hypothetical protein,,IKCLMC_02374,PKJKAM_03167,,LNHIMF_00591,,HFCAGB_00614,,
group_4756,,hypothetical protein,ONMMKP_04148,,,,,,HFCAGB_02953,GEGEGB_04563,BEJGEH_02740
group_4732,,hypothetical protein,ONMMKP_00495,IKCLMC_04639,,ODDLKH_02035,,AJBGEP_01637,,,
group_4695,,hypothetical protein,,1_refound_22_pseudo,PKJKAM_02776,,,,HFCAGB_02779,,8_refound_101_pseudo
group_4605,,hypothetical protein,ONMMKP_02587,,,ODDLKH_00056,,AJBGEP_04396,,,BEJGEH_04251
group_4591,,Integrase DNA-binding domain-containing protein;hypothetical protein,ONMMKP_01834,,PKJKAM_03436,,,,HFCAGB_00342,,BEJGEH_00333
group_4542,,Regulatory protein CII;hypothetical protein,ONMMKP_04141,,,,,,HFCAGB_02960,GEGEGB_04571,BEJGEH_02747
group_4512,,hypothetical protein;Ead/Ea22-like family protein,,,,,LNHIMF_02187,AJBGEP_01012,HFCAGB_01062,GEGEGB_02016,
group_4339,,hypothetical protein,,,,,,AJBGEP_03723,HFCAGB_03778,GEGEGB_04193,BEJGEH_03575
group_4312,,hypothetical protein;Viral protein,,,PKJKAM_02056,ODDLKH_00542,LNHIMF_00067,AJBGEP_00067,,,
group_4192,,hypothetical protein;DUF1641 domain-containing protein,,,PKJKAM_04643,ODDLKH_02037,,AJBGEP_01639,HFCAGB_01729,,
group_4165,,hypothetical protein;Putative cytoplasmic protein,,IKCLMC_04275,,ODDLKH_02386,,AJBGEP_01993;AJBGEP_01992,,,BEJGEH_01169
group_4163,,hypothetical protein;DUF1202 domain-containing protein,ONMMKP_02466,IKCLMC_01151;IKCLMC_01150,PKJKAM_01219,,,,,,BEJGEH_04374
group_4124,;tnp,hypothetical protein;IS3 family ISSen1 transposase ORF A,,IKCLMC_00059_pseudo,PKJKAM_00171,,LNHIMF_03237,,,,BEJGEH_03213
group_4120,,hypothetical protein;DNA packaging protein,,IKCLMC_00240,PKJKAM_00260,ODDLKH_01687,,AJBGEP_02782;AJBGEP_02781,,,
group_4010,,Cytoplasmic protein;hypothetical protein,0_refound_7_pseudo,,,,LNHIMF_03387,,,GEGEGB_03428,BEJGEH_03365
group_3949,,hypothetical protein,ONMMKP_02667,,,,LNHIMF_04154,,,GEGEGB_03691,BEJGEH_04167
group_3912,,hypothetical protein,ONMMKP_02465,IKCLMC_01152,PKJKAM_01218,,,,,,BEJGEH_04375
group_3819,,hypothetical protein,,IKCLMC_04100,,ODDLKH_03202,,AJBGEP_02939,HFCAGB_02986,,
group_3517,,hypothetical protein,,1_refound_14,,ODDLKH_03818,,AJBGEP_03555,HFCAGB_03610,,
group_3499,,hypothetical protein,,,2_refound_25,ODDLKH_02353,LNHIMF_01934,AJBGEP_01959,,,
group_3341,,hypothetical protein,ONMMKP_02467,IKCLMC_01149,PKJKAM_01220,,,,,,8_refound_92
group_1959,,hypothetical protein,ONMMKP_04139,,,,,,HFCAGB_02962,GEGEGB_04573,BEJGEH_02749
group_4785,,RHS repeat protein;hypothetical protein,,,PKJKAM_03473,,,,HFCAGB_00309,GEGEGB_02697,
group_4780,,hypothetical protein,,IKCLMC_02375,PKJKAM_03166,,LNHIMF_00592,,,,
group_4764,,hypothetical protein;Restriction inhibitor protein ral,ONMMKP_00782,,PKJKAM_03183,,,,HFCAGB_00601,,
group_4746,,hypothetical protein;Dehydrogenase,ONMMKP_00494,,,,LNHIMF_01611,,,,BEJGEH_01525
group_4733,,hypothetical protein,,IKCLMC_04638,,,LNHIMF_01609,,,,BEJGEH_01528
sugR,;sugR,hypothetical protein;AAA family ATPase;AAA family ATPase SugR,,,,ODDLKH_04199,,AJBGEP_03939,HFCAGB_03996;HFCAGB_03997;HFCAGB_03998,,
hsdM,;hsdM,hypothetical protein;site-specific DNA-methyltransferase (adenine-specific);type I restriction-modification system methyltransferase,,,,ODDLKH_00400,,AJBGEP_04728,,GEGEGB_04820;GEGEGB_04821,
group_4632,,hypothetical protein,,,PKJKAM_03466,,,,HFCAGB_00313,,BEJGEH_00301
group_4604,,CRISPR-associated endonuclease/helicase Cas3;hypothetical protein,,,PKJKAM_02451,,LNHIMF_02974,,,GEGEGB_02982,
group_4600,,hypothetical protein,,,PKJKAM_02350,,LNHIMF_03072,,,,BEJGEH_03042
group_4500,,Phage tail protein;hypothetical protein,ONMMKP_04164,,,,,,,GEGEGB_04547,BEJGEH_02724
group_4391,,Exonuclease VIII;hypothetical protein,,IKCLMC_00916,,,,AJBGEP_01248,HFCAGB_01348,,
group_4288,,hypothetical protein,ONMMKP_00847,,,,LNHIMF_01330,,,GEGEGB_01227,
group_4207,,hypothetical protein,,IKCLMC_04322,PKJKAM_04325,,,,,,BEJGEH_01199
group_4190,,hypothetical protein;fimbrial protein,,IKCLMC_04316,PKJKAM_04320,,LNHIMF_01928,,,,
group_4185,;tnp,hypothetical protein;IS3 family ISSen1 transposase ORF A,ONMMKP_02684,IKCLMC_04285,,,,,,,BEJGEH_01961
group_4178,,hypothetical protein,,,PKJKAM_03465,,,,HFCAGB_00314,,BEJGEH_00302
group_4123,,hypothetical protein;Enterohemolysin,,IKCLMC_00113,,,LNHIMF_02198,AJBGEP_02823,,,
group_4119,,hypothetical protein;DNA packaging protein,ONMMKP_01102,IKCLMC_00326,,,,AJBGEP_01289;AJBGEP_01288,,,
group_4093,,hypothetical protein;Crp/Fnr family transcriptional regulator,,,,,LNHIMF_03952,,,GEGEGB_03565;GEGEGB_03566,BEJGEH_03953
group_4058,,Rhs2 protein;hypothetical protein,,IKCLMC_02075,PKJKAM_03471,,,AJBGEP_00308,,,
